Num. Pregão	Objeto	Setor Demandante	Fiscal	Setor do fiscal	Num. Proc. Principal	Num. Proc. Acessório	CNPJ	Nome da Empresa	Estado	Valor total ARP	Valor total adquirido	Num. Item	Descrição	Qtd. ARP	Valor Unitário	Qtd. Empenhada	Valor Empenhado	Num. Nota Emp.	Num. Nota Fiscal	Valor Nota Fiscal	Qtd. Adquirida	Qtd. Restante	Saldo dos Produtos
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	66	Nitrato de zinco	500	R$0,10	0	R$ -	N/A	N/A	R$0,10	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	76	Amido	2	R$38,56	0	R$ -	N/A	N/A	R$38,56	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	77	Tiossulfato de sódio	1000	R$0,04	0	R$ -	N/A	N/A	R$0,04	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	87	Corante	6	R$39,86	0	R$ -	N/A	N/A	R$39,86	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112963/2023-31	07.944.100/0001-15	PROC9 INDUSTRIA QUIMICA LTDA.	RS	R$6.695,70	R$0,00	88	Corante	2	R$44,97	0	R$ -	N/A	N/A	R$44,97	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112965/2023-74	09.134.068/0001-38	OBAH PRODUTOS E SERVICOS ANALITICOS LTDA.	SP	R$10.328,94	R$10.328,94	1	2.2-Azino Bis	5	R$485,00	5	R$2.425,00	2023NE000147	12.314	R$485,00	5	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112965/2023-74	09.134.068/0001-38	OBAH PRODUTOS E SERVICOS ANALITICOS LTDA.	SP	R$10.328,94	R$10.328,94	2	2.4-Dinitrofenilhidrazina	1000	R$3,65	1000	R$3.650,00	2023NE000147	12.314	R$3,65	1000	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112965/2023-74	09.134.068/0001-38	OBAH PRODUTOS E SERVICOS ANALITICOS LTDA.	SP	R$10.328,94	R$10.328,94	18	Agar	1	R$288,00	1	R$288,00	2023NE000147	12.314	R$288,00	1	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112965/2023-74	09.134.068/0001-38	OBAH PRODUTOS E SERVICOS ANALITICOS LTDA.	SP	R$10.328,94	R$10.328,94	64	Nitrato de prata	500	R$6,90	500	R$3.450,00	2023NE000147	12.314	R$6,90	500	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112965/2023-74	09.134.068/0001-38	OBAH PRODUTOS E SERVICOS ANALITICOS LTDA.	SP	R$10.328,94	R$10.328,94	71	Silica gel	6	R$85,99	6	R$515,94	2023NE000147	12.314	R$85,99	6	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112967/2023-20	11.227.424/0001-00	CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA.	GO	R$15.003,39	R$15.003,39	3	4-Dimetilamino	250	R$1,16	250	R$290,00	2023NE000145	7.834	R$1,16	250	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112967/2023-20	11.227.424/0001-00	CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA.	GO	R$15.003,39	R$15.003,39	10	Ácido ascórbido	2000	R$0,11	2000	R$220,00	2023NE000145	7.834	R$0,11	2000	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112967/2023-20	11.227.424/0001-00	CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA.	GO	R$15.003,39	R$15.003,39	11	Acido cítrico	1000	R$0,06	1000	R$60,00	2023NE000145	7.834	R$0,06	1000	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112967/2023-20	11.227.424/0001-00	CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA.	GO	R$15.003,39	R$15.003,39	17	Ácido tricloroacético	1000	R$0,19	1000	R$190,00	2023NE000145	7.834	R$0,19	1000	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112967/2023-20	11.227.424/0001-00	CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA.	GO	R$15.003,39	R$15.003,39	58	Tartarato de sódio	5	R$69,43	5	R$347,15	2023NE000145	7.834	R$69,43	5	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112967/2023-20	11.227.424/0001-00	CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA.	GO	R$15.003,39	R$15.003,39	59	Sulfato de ferro II	5	R$68,46	5	R$342,30	2023NE000145	7.834	R$68,46	5	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112967/2023-20	11.227.424/0001-00	CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA.	GO	R$15.003,39	R$15.003,39	62	Fenolftaleina	500	R$0,43	500	R$215,00	2023NE000145	7.834	R$0,43	500	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112967/2023-20	11.227.424/0001-00	CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA.	GO	R$15.003,39	R$15.003,39	69	Corante	2	R$106,99	2	R$213,98	2023NE000145	7.834	R$106,99	2	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112967/2023-20	11.227.424/0001-00	CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA.	GO	R$15.003,39	R$15.003,39	79	Propilenoglicol	10	R$68,00	10	R$680,00	2023NE000145	7.834	R$68,00	10	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112967/2023-20	11.227.424/0001-00	CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA.	GO	R$15.003,39	R$15.003,39	80	Acetato de sódio	1000	R$0,04	1000	R$40,00	2023NE000145	7.834	R$0,04	1000	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112967/2023-20	11.227.424/0001-00	CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA.	GO	R$15.003,39	R$15.003,39	81	Acetato de chumbo	2000	R$0,20	2000	R$400,00	2023NE000145	7.834	R$0,20	2000	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112967/2023-20	11.227.424/0001-00	CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA.	GO	R$15.003,39	R$15.003,39	84	Solução padrão	4	R$263,24	4	R$1.052,96	2023NE000145	7.834	R$263,24	4	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112967/2023-20	11.227.424/0001-00	CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA.	GO	R$15.003,39	R$15.003,39	85	Acido tiobarbitúrico	800	R$13,69	800	R$10.952,00	2023NE000145	7.834	R$13,69	800	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112968/2023-90	13.430.441/0001-75	GERAES DIAGNOSTICA LTDA.	MG	R$2.027,91	R$2.027,91	45	Batata	1	R$260,00	1	R$260,00	2023NE000144	3.511	R$260,00	1	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112968/2023-90	13.430.441/0001-75	GERAES DIAGNOSTICA LTDA.	MG	R$2.027,91	R$2.027,91	46	Salmonella	2	R$321,14	2	R$642,28	2023NE000144	3.511	R$321,14	2	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112968/2023-90	13.430.441/0001-75	GERAES DIAGNOSTICA LTDA.	MG	R$2.027,91	R$2.027,91	47	Mueller hinton	1	R$345,00	1	R$345,00	2023NE000144	3.511	R$345,00	1	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112968/2023-90	13.430.441/0001-75	GERAES DIAGNOSTICA LTDA.	MG	R$2.027,91	R$2.027,91	48	Caldo brain heart	1	R$294,67	1	R$294,67	2023NE000144	3.511	R$294,67	1	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112968/2023-90	13.430.441/0001-75	GERAES DIAGNOSTICA LTDA.	MG	R$2.027,91	R$2.027,91	67	Caldo rappaport	2	R$242,98	2	R$485,96	2023NE000144	3.511	R$242,98	2	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112970/2023-36	23.747.090/0001-84	SCIAVICCO COMERCIO INDUSTRIA LTDA.	MG	R$1.298,40	R$1.298,40	28	Carvão ativado	3000	R$0,05	3000	R$150,00	2023NE000143	31.272	R$0,05	3000	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112970/2023-36	23.747.090/0001-84	SCIAVICCO COMERCIO INDUSTRIA LTDA.	MG	R$1.298,40	R$1.298,40	30	Cloreto de cálcio	3000	R$0,04	3000	R$120,00	2023NE000143	31.272	R$0,04	3000	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112970/2023-36	23.747.090/0001-84	SCIAVICCO COMERCIO INDUSTRIA LTDA.	MG	R$1.298,40	R$1.298,40	34	Cloreto de sódio	3000	R$0,04	3000	R$120,00	2023NE000143	31.272	R$0,04	3000	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112970/2023-36	23.747.090/0001-84	SCIAVICCO COMERCIO INDUSTRIA LTDA.	MG	R$1.298,40	R$1.298,40	36	Corante	2	R$91,34	2	R$182,68	2023NE000143	31.272	R$91,34	2	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112970/2023-36	23.747.090/0001-84	SCIAVICCO COMERCIO INDUSTRIA LTDA.	MG	R$1.298,40	R$1.298,40	57	Sulfato de sódio	8	R$23,84	8	R$190,72	2023NE000143	31.272	R$23,84	8	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112970/2023-36	23.747.090/0001-84	SCIAVICCO COMERCIO INDUSTRIA LTDA.	MG	R$1.298,40	R$1.298,40	68	Nitrato de aluminio	500	R$0,27	500	R$135,00	2023NE000143	31.272	R$0,27	500	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112970/2023-36	23.747.090/0001-84	SCIAVICCO COMERCIO INDUSTRIA LTDA.	MG	R$1.298,40	R$1.298,40	74	Acetato de zinco	5000	R$0,08	5000	R$400,00	2023NE000143	31.272	R$0,08	5000	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	15	Ácido perclórico	6	R$1.038,99	5	R$5.194,95	2023NE000142	1.437	R$1.038,99	5	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	15	Ácido perclórico	6	R$1.038,99	1	R$1.038,99	2023NE000142	1.438	R$1.038,99	1	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	19	Alcool amílico	7	R$57,39	7	R$401,73	2023NE000142	1.437	R$57,39	7	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	20	Alcool etilico	24	R$69,99	24	R$1.679,76	2023NE000142	1.437	R$69,99	24	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	25	Biftalato de potássio	4000	R$0,14	4000	R$560,00	2023NE000142	1.437	R$0,14	4000	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	26	Borohidreto de sódio	1000	R$1,76	1000	R$1.760,00	2023NE000142	1.437	R$1,76	1000	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	29	Ciclohexano	12	R$56,39	12	R$676,68	2023NE000142	1.437	R$56,39	12	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.	Cloreto de ferro	250	R$0,14	250	R$35,00	2023NE000142	1.437	R$0,14	250	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	33	Cloreto de potássio	2	R$50,99	2	R$101,98	2023NE000142	1.437	R$50,99	2	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	39	Fosfato de sódio	3	R$67,90	3	R$203,70	2023NE000142	1.437	R$67,90	3	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	50	Glicose	2000	R$0,11	2000	R$220,00	2023NE000142	1.437	R$0,11	2000	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	53	Peróxido de hidrogênio	5	R$27,99	5	R$139,95	2023NE000142	1.437	R$27,99	5	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	54	Reagente	4	R$262,99	4	R$1.051,96	2023NE000142	1.437	R$262,99	4	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	55	Solução tampão PH 7	8	R$15,30	8	R$122,40	2023NE000142	1.437	R$15,30	8	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	56	Solução tampão PH 4	8	R$15,25	8	R$122,00	2023NE000142	1.437	R$15,25	8	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	60	Sulfanilamida	500	R$0,74	500	R$370,00	2023NE000142	1.437	R$0,74	500	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	72	Meio de cultura	2	R$240,28	2	R$480,56	2023NE000142	1.437	R$240,28	2	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	73	Mercaptoetanol	500	R$0,30	500	R$150,00	2023NE000142	1.437	R$0,30	500	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112973/2023-52	30.420.630/0001-86	M A 2 COMERCIAL LTDA. - ME	SP	R$14.806,01	R$14.806,01	82	Reagente analítico 2	15	R$33,09	15	R$496,35	2023NE000142	1.437	R$33,09	15	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112974/2023-25	34.075.789/0001-61	FOX SCIENCE COMERCIO & PRODUTOS LTDA.	RJ	R$2.000,00	R$2.000,00	75	Ácido peracético	2	R$1.000,00	2	R$2.000,00	2023NE000141	415	R$1.000,00	2	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112974/2023-25	34.075.789/0001-61	FOX SCIENCE COMERCIO & PRODUTOS LTDA.	RJ	R$2.000,00	R$2.000,00	-	-	0	R$ -	0	R$ -	N/A	N/A	R$ -	0	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112975/2023-95	49.506.242/0001-40	HALOGENN PRODUTOS CIENTIFICOS LTDA.	SP	R$19.387,90	R$19.387,90	7	Acetona	61	R$46,54	61	R$2.838,94	2023NE000139	490	R$46,54	61	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112975/2023-95	49.506.242/0001-40	HALOGENN PRODUTOS CIENTIFICOS LTDA.	SP	R$19.387,90	R$19.387,90	9	Ácido acético	18	R$37,00	18	R$666,00	2023NE000139	490	R$37,00	18	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112975/2023-95	49.506.242/0001-40	HALOGENN PRODUTOS CIENTIFICOS LTDA.	SP	R$19.387,90	R$19.387,90	16	Ácido sulfúrico	27	R$65,00	27	R$1.755,00	2023NE000139	490	R$65,00	27	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112975/2023-95	49.506.242/0001-40	HALOGENN PRODUTOS CIENTIFICOS LTDA.	SP	R$19.387,90	R$19.387,90	21	Alcool etilico	48	R$9,98	48	R$479,04	2023NE000139	490	R$9,98	48	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112975/2023-95	49.506.242/0001-40	HALOGENN PRODUTOS CIENTIFICOS LTDA.	SP	R$19.387,90	R$19.387,90	22	Álcool metilico	68	R$35,00	68	R$2.380,00	2023NE000139	490	R$35,00	68	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112975/2023-95	49.506.242/0001-40	HALOGENN PRODUTOS CIENTIFICOS LTDA.	SP	R$19.387,90	R$19.387,90	35	Cloroformio	116	R$47,00	116	R$5.452,00	2023NE000139	490	R$47,00	116	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112975/2023-95	49.506.242/0001-40	HALOGENN PRODUTOS CIENTIFICOS LTDA.	SP	R$19.387,90	R$19.387,90	40	Hexano	24	R$155,33	24	R$3.727,92	2023NE000139	490	R$155,33	24	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112975/2023-95	49.506.242/0001-40	HALOGENN PRODUTOS CIENTIFICOS LTDA.	SP	R$19.387,90	R$19.387,90	41	Hexano reagente PA	47	R$29,00	47	R$1.363,00	2023NE000139	490	R$29,00	47	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112975/2023-95	49.506.242/0001-40	HALOGENN PRODUTOS CIENTIFICOS LTDA.	SP	R$19.387,90	R$19.387,90	43	Hidróxido de sódio	22	R$33,00	22	R$726,00	2023NE000139	490	R$33,00	22	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112977/2023-41	71.443.667/0001-07	ORBITAL PRODUTOS PARA LABORATORIOS LTDA.	MG	R$850,00	R$850,00	51	Tetrametil	1	R$199,00	1	R$199,00	2023NE000140	9.593	R$199,00	1	0	R$ -
10/2023	Reagentes	CCHSA - LAB. POS-COLHEITA	Laesio Pereira Martins	CCHSA-LAB. POS-COLHEITA	23074.066881/2023-26	23074.112977/2023-41	71.443.667/0001-07	ORBITAL PRODUTOS PARA LABORATORIOS LTDA.	MG	R$850,00	R$850,00	79	Tris (Hidroximetil)	1	R$651,00	1	R$651,00	2023NE000140	9.593	R$651,00	1	0	R$ -
12/2023	Equipamentos	CCHSA - COORD. GERAL DOS LAB.	Geane Ribeiro de Aguiar Azevedo	CCHSA-PATRIMONIO	23074.093253/2023-59	23074.129565/2023-14	05.030.339/0001-54	FONTES E ARAUJO LTDA	PE	R$47.500,00	R$24.250,00	28	Estufa incubadora	7	R$4.650,00	2	R$9.300,00	2023NE000173	558	R$4.650,00	2	0	R$ -
12/2023	Equipamentos	CCHSA - COORD. GERAL DOS LAB.	Geane Ribeiro de Aguiar Azevedo	CCHSA-PATRIMONIO	23074.093253/2023-59	23074.129565/2023-14	05.030.339/0001-54	FONTES E ARAUJO LTDA	PE	R$47.500,00	R$24.250,00	43	Estufa incubadora	1	R$5.000,00	1	R$5.000,00	2023NE000173	558	R$5.000,00	1	0	R$ -
12/2023	Equipamentos	CCHSA - COORD. GERAL DOS LAB.	Geane Ribeiro de Aguiar Azevedo	CCHSA-PATRIMONIO	23074.093253/2023-59	23074.129565/2023-14	05.030.339/0001-54	FONTES E ARAUJO LTDA	PE	R$47.500,00	R$24.250,00	57	Camara climática	1	R$9.950,00	1	R$9.950,00	2023NE000173	558	R$9.950,00	1	0	R$ -
12/2023	Equipamentos	CCHSA - COORD. GERAL DOS LAB.	Geane Ribeiro de Aguiar Azevedo	CCHSA-PATRIMONIO	23074.093253/2023-59	23074.129568/2023-30	21.971.041/0001-03	K.C.R.S. COMERCIO DE EQUIPAMENTOS LTDA	SP	R$7.980,00	R$6.780,00	9	Balança eletrônica LD230	5	R$876,00	5	R$4.380,00	2023NE000176	12.324	R$876,00	5	0	R$ -
